ext_categories,ext_install_count,verified,total_vulners,high_vulners,medium_vulners,low_vulners,repo_stars,repo_forks,repo_languages,ext_rating_category,ext_version_category
Programming Languages,177844528,True,0,0,0,0,4461,1247,typescript,4 and above,2 and above
Programming Languages,177844528,True,0,0,0,0,4461,1247,python,4 and above,2 and above
Programming Languages,177844528,True,0,0,0,0,4461,1247,javascript,4 and above,2 and above
Programming Languages,177844528,True,0,0,0,0,4461,1247,jupyter notebook,4 and above,2 and above
Programming Languages,177844528,True,0,0,0,0,4461,1247,shell,4 and above,2 and above
Programming Languages,177844528,True,0,0,0,0,4461,1247,dockerfile,4 and above,2 and above
Debuggers,177844528,True,0,0,0,0,4461,1247,typescript,4 and above,2 and above
Debuggers,177844528,True,0,0,0,0,4461,1247,python,4 and above,2 and above
Debuggers,177844528,True,0,0,0,0,4461,1247,javascript,4 and above,2 and above
Debuggers,177844528,True,0,0,0,0,4461,1247,jupyter notebook,4 and above,2 and above
Debuggers,177844528,True,0,0,0,0,4461,1247,shell,4 and above,2 and above
Debuggers,177844528,True,0,0,0,0,4461,1247,dockerfile,4 and above,2 and above
Data Science,177844528,True,0,0,0,0,4461,1247,typescript,4 and above,2 and above
Data Science,177844528,True,0,0,0,0,4461,1247,python,4 and above,2 and above
Data Science,177844528,True,0,0,0,0,4461,1247,javascript,4 and above,2 and above
Data Science,177844528,True,0,0,0,0,4461,1247,jupyter notebook,4 and above,2 and above
Data Science,177844528,True,0,0,0,0,4461,1247,shell,4 and above,2 and above
Data Science,177844528,True,0,0,0,0,4461,1247,dockerfile,4 and above,2 and above
Machine Learning,177844528,True,0,0,0,0,4461,1247,typescript,4 and above,2 and above
Machine Learning,177844528,True,0,0,0,0,4461,1247,python,4 and above,2 and above
Machine Learning,177844528,True,0,0,0,0,4461,1247,javascript,4 and above,2 and above
Machine Learning,177844528,True,0,0,0,0,4461,1247,jupyter notebook,4 and above,2 and above
Machine Learning,177844528,True,0,0,0,0,4461,1247,shell,4 and above,2 and above
Machine Learning,177844528,True,0,0,0,0,4461,1247,dockerfile,4 and above,2 and above
Programming Languages,146473811,True,0,0,0,0,1882,856,python,1 - 3,2 and above
Programming Languages,146473811,True,0,0,0,0,1882,856,jupyter notebook,1 - 3,2 and above
Extension Packs,93931981,True,0,0,0,0,1401,337,typescript,1 - 3,2 and above
Extension Packs,93931981,True,0,0,0,0,1401,337,python,1 - 3,2 and above
Extension Packs,93931981,True,0,0,0,0,1401,337,jupyter notebook,1 - 3,2 and above
Extension Packs,93931981,True,0,0,0,0,1401,337,javascript,1 - 3,2 and above
Extension Packs,93931981,True,0,0,0,0,1401,337,shell,1 - 3,2 and above
Extension Packs,93931981,True,0,0,0,0,1401,337,css,1 - 3,2 and above
Extension Packs,93931981,True,0,0,0,0,1401,337,other,1 - 3,2 and above
Data Science,93931981,True,0,0,0,0,1401,337,typescript,1 - 3,2 and above
Data Science,93931981,True,0,0,0,0,1401,337,python,1 - 3,2 and above
Data Science,93931981,True,0,0,0,0,1401,337,jupyter notebook,1 - 3,2 and above
Data Science,93931981,True,0,0,0,0,1401,337,javascript,1 - 3,2 and above
Data Science,93931981,True,0,0,0,0,1401,337,shell,1 - 3,2 and above
Data Science,93931981,True,0,0,0,0,1401,337,css,1 - 3,2 and above
Data Science,93931981,True,0,0,0,0,1401,337,other,1 - 3,2 and above
Machine Learning,93931981,True,0,0,0,0,1401,337,typescript,1 - 3,2 and above
Machine Learning,93931981,True,0,0,0,0,1401,337,python,1 - 3,2 and above
Machine Learning,93931981,True,0,0,0,0,1401,337,jupyter notebook,1 - 3,2 and above
Machine Learning,93931981,True,0,0,0,0,1401,337,javascript,1 - 3,2 and above
Machine Learning,93931981,True,0,0,0,0,1401,337,shell,1 - 3,2 and above
Machine Learning,93931981,True,0,0,0,0,1401,337,css,1 - 3,2 and above
Machine Learning,93931981,True,0,0,0,0,1401,337,other,1 - 3,2 and above
Visualization,93931981,True,0,0,0,0,1401,337,typescript,1 - 3,2 and above
Visualization,93931981,True,0,0,0,0,1401,337,python,1 - 3,2 and above
Visualization,93931981,True,0,0,0,0,1401,337,jupyter notebook,1 - 3,2 and above
Visualization,93931981,True,0,0,0,0,1401,337,javascript,1 - 3,2 and above
Visualization,93931981,True,0,0,0,0,1401,337,shell,1 - 3,2 and above
Visualization,93931981,True,0,0,0,0,1401,337,css,1 - 3,2 and above
Visualization,93931981,True,0,0,0,0,1401,337,other,1 - 3,2 and above
Notebooks,93931981,True,0,0,0,0,1401,337,typescript,1 - 3,2 and above
Notebooks,93931981,True,0,0,0,0,1401,337,python,1 - 3,2 and above
Notebooks,93931981,True,0,0,0,0,1401,337,jupyter notebook,1 - 3,2 and above
Notebooks,93931981,True,0,0,0,0,1401,337,javascript,1 - 3,2 and above
Notebooks,93931981,True,0,0,0,0,1401,337,shell,1 - 3,2 and above
Notebooks,93931981,True,0,0,0,0,1401,337,css,1 - 3,2 and above
Notebooks,93931981,True,0,0,0,0,1401,337,other,1 - 3,2 and above
Programming Languages,85413454,True,11,0,0,11,5873,1633,typescript,1 - 3,0
Programming Languages,85413454,True,11,0,0,11,5873,1633,c++,1 - 3,0
Programming Languages,85413454,True,11,0,0,11,5873,1633,html,1 - 3,0
Programming Languages,85413454,True,11,0,0,11,5873,1633,javascript,1 - 3,0
Snippets,85413454,True,11,0,0,11,5873,1633,typescript,1 - 3,0
Snippets,85413454,True,11,0,0,11,5873,1633,c++,1 - 3,0
Snippets,85413454,True,11,0,0,11,5873,1633,html,1 - 3,0
Snippets,85413454,True,11,0,0,11,5873,1633,javascript,1 - 3,0
Linters,85413454,True,11,0,0,11,5873,1633,typescript,1 - 3,0
Linters,85413454,True,11,0,0,11,5873,1633,c++,1 - 3,0
Linters,85413454,True,11,0,0,11,5873,1633,html,1 - 3,0
Linters,85413454,True,11,0,0,11,5873,1633,javascript,1 - 3,0
Debuggers,85413454,True,11,0,0,11,5873,1633,typescript,1 - 3,0
Debuggers,85413454,True,11,0,0,11,5873,1633,c++,1 - 3,0
Debuggers,85413454,True,11,0,0,11,5873,1633,html,1 - 3,0
Debuggers,85413454,True,11,0,0,11,5873,1633,javascript,1 - 3,0
Formatters,85413454,True,11,0,0,11,5873,1633,typescript,1 - 3,0
Formatters,85413454,True,11,0,0,11,5873,1633,c++,1 - 3,0
Formatters,85413454,True,11,0,0,11,5873,1633,html,1 - 3,0
Formatters,85413454,True,11,0,0,11,5873,1633,javascript,1 - 3,0
Notebooks,74084334,True,17,0,9,8,32,14,unknown,1 - 3,0
Data Science,73151333,True,0,0,0,0,130,38,typescript,1 - 3,0
Data Science,73151333,True,0,0,0,0,130,38,javascript,1 - 3,0
Data Science,73151333,True,0,0,0,0,130,38,css,1 - 3,0
Machine Learning,73151333,True,0,0,0,0,130,38,typescript,1 - 3,0
Machine Learning,73151333,True,0,0,0,0,130,38,javascript,1 - 3,0
Machine Learning,73151333,True,0,0,0,0,130,38,css,1 - 3,0
Visualization,73151333,True,0,0,0,0,130,38,typescript,1 - 3,0
Visualization,73151333,True,0,0,0,0,130,38,javascript,1 - 3,0
Visualization,73151333,True,0,0,0,0,130,38,css,1 - 3,0
Notebooks,73151333,True,0,0,0,0,130,38,typescript,1 - 3,0
Notebooks,73151333,True,0,0,0,0,130,38,javascript,1 - 3,0
Notebooks,73151333,True,0,0,0,0,130,38,css,1 - 3,0
Other,66545767,False,2,0,2,0,6364,1534,typescript,4 and above,2 and above
Other,66545767,False,2,0,2,0,6364,1534,javascript,4 and above,2 and above
Other,66545767,False,2,0,2,0,6364,1534,html,4 and above,2 and above
Notebooks,54476026,True,0,0,0,0,20,7,typescript,4 and above,0
Notebooks,54476026,True,0,0,0,0,20,7,javascript,4 and above,0
Notebooks,54417747,True,0,0,0,0,24,7,typescript,4 and above,0
Notebooks,54417747,True,0,0,0,0,24,7,javascript,4 and above,0
Programming Languages,48435388,True,8,0,8,0,1590,496,typescript,4 and above,0
Programming Languages,48435388,True,8,0,8,0,1590,496,javascript,4 and above,0
Programming Languages,48435388,True,8,0,8,0,1590,496,cmake,4 and above,0
Programming Languages,48435388,True,8,0,8,0,1590,496,c++,4 and above,0
Programming Languages,48435388,True,8,0,8,0,1590,496,dockerfile,4 and above,0
Programming Languages,48435388,True,8,0,8,0,1590,496,c,4 and above,0
Debuggers,48435388,True,8,0,8,0,1590,496,typescript,4 and above,0
Debuggers,48435388,True,8,0,8,0,1590,496,javascript,4 and above,0
Debuggers,48435388,True,8,0,8,0,1590,496,cmake,4 and above,0
Debuggers,48435388,True,8,0,8,0,1590,496,c++,4 and above,0
Debuggers,48435388,True,8,0,8,0,1590,496,dockerfile,4 and above,0
Debuggers,48435388,True,8,0,8,0,1590,496,c,4 and above,0
Other,46671371,True,2,1,1,0,1266,544,dockerfile,4 and above,1
Programming Languages,46467716,True,19,0,19,0,2183,485,typescript,1 - 3,0
Programming Languages,46467716,True,19,0,19,0,2183,485,javascript,1 - 3,0
Programming Languages,46467716,True,19,0,19,0,2183,485,css,1 - 3,0
Programming Languages,46467716,True,19,0,19,0,2183,485,java,1 - 3,0
Snippets,46467716,True,19,0,19,0,2183,485,typescript,1 - 3,0
Snippets,46467716,True,19,0,19,0,2183,485,javascript,1 - 3,0
Snippets,46467716,True,19,0,19,0,2183,485,css,1 - 3,0
Snippets,46467716,True,19,0,19,0,2183,485,java,1 - 3,0
Linters,46467716,True,19,0,19,0,2183,485,typescript,1 - 3,0
Linters,46467716,True,19,0,19,0,2183,485,javascript,1 - 3,0
Linters,46467716,True,19,0,19,0,2183,485,css,1 - 3,0
Linters,46467716,True,19,0,19,0,2183,485,java,1 - 3,0
Formatters,46467716,True,19,0,19,0,2183,485,typescript,1 - 3,0
Formatters,46467716,True,19,0,19,0,2183,485,javascript,1 - 3,0
Formatters,46467716,True,19,0,19,0,2183,485,css,1 - 3,0
Formatters,46467716,True,19,0,19,0,2183,485,java,1 - 3,0
Programming Languages,44720413,False,0,0,0,0,131,51,typescript,1 - 3,0
Snippets,44720413,False,0,0,0,0,131,51,typescript,1 - 3,0
Programming Languages,44366019,True,0,0,0,0,5873,1633,typescript,4 and above,0
Programming Languages,44366019,True,0,0,0,0,5873,1633,c++,4 and above,0
Programming Languages,44366019,True,0,0,0,0,5873,1633,html,4 and above,0
Programming Languages,44366019,True,0,0,0,0,5873,1633,javascript,4 and above,0
Extension Packs,44366019,True,0,0,0,0,5873,1633,typescript,4 and above,0
Extension Packs,44366019,True,0,0,0,0,5873,1633,c++,4 and above,0
Extension Packs,44366019,True,0,0,0,0,5873,1633,html,4 and above,0
Extension Packs,44366019,True,0,0,0,0,5873,1633,javascript,4 and above,0
Language Packs,43067642,True,0,0,0,0,644,352,unknown,4 and above,0
Programming Languages,36350128,True,0,0,0,0,977,132,unknown,1 - 3,0
Machine Learning,36350128,True,0,0,0,0,977,132,unknown,1 - 3,0
AI,36350128,True,0,0,0,0,977,132,unknown,1 - 3,0
Chat,36350128,True,0,0,0,0,977,132,unknown,1 - 3,0
Other,35605827,True,0,0,0,0,3924,365,dockerfile,4 and above,0
Programming Languages,35232810,True,2,0,2,0,2973,720,typescript,1 - 3,1
Programming Languages,35232810,True,2,0,2,0,2973,720,c#,1 - 3,1
Programming Languages,35232810,True,2,0,2,0,2973,720,html,1 - 3,1
Programming Languages,35232810,True,2,0,2,0,2973,720,javascript,1 - 3,1
Programming Languages,35232810,True,2,0,2,0,2973,720,powershell,1 - 3,1
Programming Languages,35232810,True,2,0,2,0,2973,720,css,1 - 3,1
Programming Languages,35232810,True,2,0,2,0,2973,720,other,1 - 3,1
Snippets,35232810,True,2,0,2,0,2973,720,typescript,1 - 3,1
Snippets,35232810,True,2,0,2,0,2973,720,c#,1 - 3,1
Snippets,35232810,True,2,0,2,0,2973,720,html,1 - 3,1
Snippets,35232810,True,2,0,2,0,2973,720,javascript,1 - 3,1
Snippets,35232810,True,2,0,2,0,2973,720,powershell,1 - 3,1
Snippets,35232810,True,2,0,2,0,2973,720,css,1 - 3,1
Snippets,35232810,True,2,0,2,0,2973,720,other,1 - 3,1
Linters,35232810,True,2,0,2,0,2973,720,typescript,1 - 3,1
Linters,35232810,True,2,0,2,0,2973,720,c#,1 - 3,1
Linters,35232810,True,2,0,2,0,2973,720,html,1 - 3,1
Linters,35232810,True,2,0,2,0,2973,720,javascript,1 - 3,1
Linters,35232810,True,2,0,2,0,2973,720,powershell,1 - 3,1
Linters,35232810,True,2,0,2,0,2973,720,css,1 - 3,1
Linters,35232810,True,2,0,2,0,2973,720,other,1 - 3,1
Debuggers,35232810,True,2,0,2,0,2973,720,typescript,1 - 3,1
Debuggers,35232810,True,2,0,2,0,2973,720,c#,1 - 3,1
Debuggers,35232810,True,2,0,2,0,2973,720,html,1 - 3,1
Debuggers,35232810,True,2,0,2,0,2973,720,javascript,1 - 3,1
Debuggers,35232810,True,2,0,2,0,2973,720,powershell,1 - 3,1
Debuggers,35232810,True,2,0,2,0,2973,720,css,1 - 3,1
Debuggers,35232810,True,2,0,2,0,2973,720,other,1 - 3,1
Programming Languages,26311185,False,16,4,12,0,151,112,typescript,1 - 3,1
Programming Languages,24408617,True,0,0,0,0,98,23,python,1 - 3,2 and above
Programming Languages,24408617,True,0,0,0,0,98,23,typescript,1 - 3,2 and above
Programming Languages,24408617,True,0,0,0,0,98,23,javascript,1 - 3,2 and above
Formatters,24408617,True,0,0,0,0,98,23,python,1 - 3,2 and above
Formatters,24408617,True,0,0,0,0,98,23,typescript,1 - 3,2 and above
Formatters,24408617,True,0,0,0,0,98,23,javascript,1 - 3,2 and above
Visualization,22857394,False,0,0,0,0,1368,175,typescript,4 and above,2 and above
Visualization,22857394,False,0,0,0,0,1368,175,javascript,4 and above,2 and above
Education,22857394,False,0,0,0,0,1368,175,typescript,4 and above,2 and above
Education,22857394,False,0,0,0,0,1368,175,javascript,4 and above,2 and above
Programming Languages,22523889,True,1,0,0,1,734,246,typescript,1 - 3,0
Programming Languages,22523889,True,1,0,0,1,734,246,javascript,1 - 3,0
Snippets,22523889,True,1,0,0,1,734,246,typescript,1 - 3,0
Snippets,22523889,True,1,0,0,1,734,246,javascript,1 - 3,0
Linters,22523889,True,1,0,0,1,734,246,typescript,1 - 3,0
Linters,22523889,True,1,0,0,1,734,246,javascript,1 - 3,0
Formatters,22523889,True,1,0,0,1,734,246,typescript,1 - 3,0
Formatters,22523889,True,1,0,0,1,734,246,javascript,1 - 3,0
Other,21117034,True,0,0,0,0,2333,258,unknown,4 and above,0
Themes,16670588,True,0,0,0,0,1979,221,javascript,4 and above,2 and above
Programming Languages,15490357,True,0,0,0,0,1798,517,typescript,1 - 3,2 and above
Programming Languages,15490357,True,0,0,0,0,1798,517,powershell,1 - 3,2 and above
Programming Languages,15490357,True,0,0,0,0,1798,517,other,1 - 3,2 and above
Snippets,15490357,True,0,0,0,0,1798,517,typescript,1 - 3,2 and above
Snippets,15490357,True,0,0,0,0,1798,517,powershell,1 - 3,2 and above
Snippets,15490357,True,0,0,0,0,1798,517,other,1 - 3,2 and above
Themes,15490357,True,0,0,0,0,1798,517,typescript,1 - 3,2 and above
Themes,15490357,True,0,0,0,0,1798,517,powershell,1 - 3,2 and above
Themes,15490357,True,0,0,0,0,1798,517,other,1 - 3,2 and above
Linters,15490357,True,0,0,0,0,1798,517,typescript,1 - 3,2 and above
Linters,15490357,True,0,0,0,0,1798,517,powershell,1 - 3,2 and above
Linters,15490357,True,0,0,0,0,1798,517,other,1 - 3,2 and above
Debuggers,15490357,True,0,0,0,0,1798,517,typescript,1 - 3,2 and above
Debuggers,15490357,True,0,0,0,0,1798,517,powershell,1 - 3,2 and above
Debuggers,15490357,True,0,0,0,0,1798,517,other,1 - 3,2 and above
Formatters,15490357,True,0,0,0,0,1798,517,typescript,1 - 3,2 and above
Formatters,15490357,True,0,0,0,0,1798,517,powershell,1 - 3,2 and above
Formatters,15490357,True,0,0,0,0,1798,517,other,1 - 3,2 and above
Snippets,15361712,False,0,0,0,0,1809,446,typescript,4 and above,2 and above
Snippets,15361712,False,0,0,0,0,1809,446,javascript,4 and above,2 and above
Linters,14781486,True,1,0,0,1,1556,135,typescript,4 and above,2 and above
Linters,14781486,True,1,0,0,1,1556,135,css,4 and above,2 and above
Linters,14781486,True,1,0,0,1,1556,135,svelte,4 and above,2 and above
Linters,14781486,True,1,0,0,1,1556,135,javascript,4 and above,2 and above
Linters,14781486,True,1,0,0,1,1556,135,haskell,4 and above,2 and above
Linters,14781486,True,1,0,0,1,1556,135,jupyter notebook,4 and above,2 and above
Linters,14781486,True,1,0,0,1,1556,135,other,4 and above,2 and above
Programming Languages,14700588,False,0,0,0,0,100,21,typescript,4 and above,0
Programming Languages,14700588,False,0,0,0,0,100,21,rust,4 and above,0
Programming Languages,14700588,False,0,0,0,0,100,21,javascript,4 and above,0
Programming Languages,14700588,False,0,0,0,0,100,21,python,4 and above,0
Keymaps,14700588,False,0,0,0,0,100,21,typescript,4 and above,0
Keymaps,14700588,False,0,0,0,0,100,21,rust,4 and above,0
Keymaps,14700588,False,0,0,0,0,100,21,javascript,4 and above,0
Keymaps,14700588,False,0,0,0,0,100,21,python,4 and above,0
Formatters,14700588,False,0,0,0,0,100,21,typescript,4 and above,0
Formatters,14700588,False,0,0,0,0,100,21,rust,4 and above,0
Formatters,14700588,False,0,0,0,0,100,21,javascript,4 and above,0
Formatters,14700588,False,0,0,0,0,100,21,python,4 and above,0
Programming Languages,14607451,False,10,1,9,0,493,68,javascript,4 and above,2 and above
Programming Languages,14607451,False,10,1,9,0,493,68,python,4 and above,2 and above
Programming Languages,14607451,False,10,1,9,0,493,68,html,4 and above,2 and above
Data Science,14607451,False,10,1,9,0,493,68,javascript,4 and above,2 and above
Data Science,14607451,False,10,1,9,0,493,68,python,4 and above,2 and above
Data Science,14607451,False,10,1,9,0,493,68,html,4 and above,2 and above
Other,14604302,False,0,0,0,0,992,156,typescript,4 and above,0
Other,14604302,False,0,0,0,0,992,156,ejs,4 and above,0
Other,14604302,False,0,0,0,0,992,156,css,4 and above,0
Other,14604302,False,0,0,0,0,992,156,javascript,4 and above,0
Debuggers,14003521,True,0,0,0,0,817,179,typescript,4 and above,0
Debuggers,14003521,True,0,0,0,0,817,179,javascript,4 and above,0
Debuggers,14003521,True,0,0,0,0,817,179,other,4 and above,0
Programming Languages,13097753,False,0,0,0,0,64,33,unknown,1 - 3,0
Snippets,13097753,False,0,0,0,0,64,33,unknown,1 - 3,0
Linters,13097753,False,0,0,0,0,64,33,unknown,1 - 3,0
Other,12719383,True,0,0,0,0,1295,127,typescript,4 and above,0
Other,12001812,False,0,0,0,0,83,43,typescript,1 - 3,1
Other,11854923,False,12,0,9,3,2182,312,typescript,4 and above,0
Other,11854923,False,12,0,9,3,2182,312,css,4 and above,0
Extension Packs,11817526,False,0,0,0,0,42,19,unknown,4 and above,0
Other,10757103,False,0,0,0,0,463,64,typescript,4 and above,2 and above
Other,10757103,False,0,0,0,0,463,64,javascript,4 and above,2 and above
Other,10757103,False,0,0,0,0,463,64,shell,4 and above,2 and above
Debuggers,10740149,True,1,0,1,0,2204,362,typescript,4 and above,2 and above
Debuggers,10740149,True,1,0,1,0,2204,362,javascript,4 and above,2 and above
Programming Languages,10488527,False,0,0,0,0,606,183,javascript,4 and above,0
Formatters,10488527,False,0,0,0,0,606,183,javascript,4 and above,0
Other,9685210,True,18,0,8,10,483,81,typescript,4 and above,0
Other,9685210,True,18,0,8,10,483,81,javascript,4 and above,0
Other,9685210,True,18,0,8,10,483,81,css,4 and above,0
Other,9685210,True,18,0,8,10,483,81,html,4 and above,0
Linters,9205242,True,0,0,0,0,1067,198,javascript,4 and above,0
Formatters,9205242,True,0,0,0,0,1067,198,javascript,4 and above,0
Programming Languages,9127946,False,0,0,0,0,261,84,typescript,1 - 3,0
Programming Languages,9127946,False,0,0,0,0,261,84,javascript,1 - 3,0
Azure,8999767,True,5,1,4,0,149,131,typescript,1 - 3,0
Azure,8999767,True,5,1,4,0,149,131,javascript,1 - 3,0
Azure,8999767,True,5,1,4,0,149,131,other,1 - 3,0
Programming Languages,8537669,True,2,0,2,0,359,89,javascript,4 and above,0
Programming Languages,8537669,True,2,0,2,0,359,89,css,4 and above,0
Programming Languages,8537669,True,2,0,2,0,359,89,typescript,4 and above,0
Programming Languages,8537669,True,2,0,2,0,359,89,html,4 and above,0
Programming Languages,8526013,True,0,0,0,0,792,123,typescript,1 - 3,2 and above
Programming Languages,8526013,True,0,0,0,0,792,123,starlark,1 - 3,2 and above
Programming Languages,8526013,True,0,0,0,0,792,123,html,1 - 3,2 and above
Programming Languages,8526013,True,0,0,0,0,792,123,other,1 - 3,2 and above
Programming Languages,8413414,True,0,0,0,0,283,94,typescript,1 - 3,0
Programming Languages,8413414,True,0,0,0,0,283,94,css,1 - 3,0
Programming Languages,8413414,True,0,0,0,0,283,94,javascript,1 - 3,0
Snippets,8413414,True,0,0,0,0,283,94,typescript,1 - 3,0
Snippets,8413414,True,0,0,0,0,283,94,css,1 - 3,0
Snippets,8413414,True,0,0,0,0,283,94,javascript,1 - 3,0
Linters,8413414,True,0,0,0,0,283,94,typescript,1 - 3,0
Linters,8413414,True,0,0,0,0,283,94,css,1 - 3,0
Linters,8413414,True,0,0,0,0,283,94,javascript,1 - 3,0
Formatters,8413414,True,0,0,0,0,283,94,typescript,1 - 3,0
Formatters,8413414,True,0,0,0,0,283,94,css,1 - 3,0
Formatters,8413414,True,0,0,0,0,283,94,javascript,1 - 3,0
Programming Languages,8075057,True,7,0,3,4,1723,518,typescript,1 - 3,0
Programming Languages,8075057,True,7,0,3,4,1723,518,css,1 - 3,0
Programming Languages,8075057,True,7,0,3,4,1723,518,javascript,1 - 3,0
Programming Languages,8075057,True,7,0,3,4,1723,518,other,1 - 3,0
Azure,8075057,True,7,0,3,4,1723,518,typescript,1 - 3,0
Azure,8075057,True,7,0,3,4,1723,518,css,1 - 3,0
Azure,8075057,True,7,0,3,4,1723,518,javascript,1 - 3,0
Azure,8075057,True,7,0,3,4,1723,518,other,1 - 3,0
Keymaps,7862919,False,1,0,0,1,14721,1391,typescript,4 and above,0
Keymaps,7862919,False,1,0,0,1,14721,1391,other,4 and above,0
Programming Languages,7766973,True,5,0,5,0,215,69,typescript,1 - 3,0
Programming Languages,7766973,True,5,0,5,0,215,69,javascript,1 - 3,0
Debuggers,7766973,True,5,0,5,0,215,69,typescript,1 - 3,0
Debuggers,7766973,True,5,0,5,0,215,69,javascript,1 - 3,0
Programming Languages,7176634,False,0,0,0,0,111,13,unknown,4 and above,0
Other,6513005,False,0,0,0,0,1611,168,typescript,4 and above,0
Other,6255671,True,7,0,5,2,1600,153,javascript,4 and above,0
Programming Languages,6130286,False,0,0,0,0,61,21,typescript,4 and above,2 and above
Programming Languages,6130286,False,0,0,0,0,61,21,c,4 and above,2 and above
Programming Languages,6130286,False,0,0,0,0,61,21,c++,4 and above,2 and above
Programming Languages,6130286,False,0,0,0,0,61,21,javascript,4 and above,2 and above
Programming Languages,6130286,False,0,0,0,0,61,21,cuda,4 and above,2 and above
Programming Languages,6130286,False,0,0,0,0,61,21,makefile,4 and above,2 and above
Snippets,6130286,False,0,0,0,0,61,21,typescript,4 and above,2 and above
Snippets,6130286,False,0,0,0,0,61,21,c,4 and above,2 and above
Snippets,6130286,False,0,0,0,0,61,21,c++,4 and above,2 and above
Snippets,6130286,False,0,0,0,0,61,21,javascript,4 and above,2 and above
Snippets,6130286,False,0,0,0,0,61,21,cuda,4 and above,2 and above
Snippets,6130286,False,0,0,0,0,61,21,makefile,4 and above,2 and above
Debuggers,6130286,False,0,0,0,0,61,21,typescript,4 and above,2 and above
Debuggers,6130286,False,0,0,0,0,61,21,c,4 and above,2 and above
Debuggers,6130286,False,0,0,0,0,61,21,c++,4 and above,2 and above
Debuggers,6130286,False,0,0,0,0,61,21,javascript,4 and above,2 and above
Debuggers,6130286,False,0,0,0,0,61,21,cuda,4 and above,2 and above
Debuggers,6130286,False,0,0,0,0,61,21,makefile,4 and above,2 and above
Other,5949247,True,2,0,1,1,563,109,typescript,1 - 3,0
Other,5949247,True,2,0,1,1,563,109,css,1 - 3,0
Other,5949247,True,2,0,1,1,563,109,javascript,1 - 3,0
Extension Packs,5914887,True,0,0,0,0,4,6,unknown,4 and above,0
Other,5839590,True,2,0,0,2,36,14,typescript,1 - 3,2 and above
Other,5839590,True,2,0,0,2,36,14,javascript,1 - 3,2 and above
Other,5839590,True,2,0,0,2,36,14,css,1 - 3,2 and above
Other,5839590,True,2,0,0,2,36,14,dockerfile,1 - 3,2 and above
Snippets,5836808,True,9,0,6,3,728,261,typescript,4 and above,0
Snippets,5836808,True,9,0,6,3,728,261,javascript,4 and above,0
Snippets,5836808,True,9,0,6,3,728,261,other,4 and above,0
Linters,5836808,True,9,0,6,3,728,261,typescript,4 and above,0
Linters,5836808,True,9,0,6,3,728,261,javascript,4 and above,0
Linters,5836808,True,9,0,6,3,728,261,other,4 and above,0
Debuggers,5836808,True,9,0,6,3,728,261,typescript,4 and above,0
Debuggers,5836808,True,9,0,6,3,728,261,javascript,4 and above,0
Debuggers,5836808,True,9,0,6,3,728,261,other,4 and above,0
Azure,5836808,True,9,0,6,3,728,261,typescript,4 and above,0
Azure,5836808,True,9,0,6,3,728,261,javascript,4 and above,0
Azure,5836808,True,9,0,6,3,728,261,other,4 and above,0
Programming Languages,5695258,True,1,0,1,0,1318,219,javascript,4 and above,2 and above
Programming Languages,5695258,True,1,0,1,0,1318,219,python,4 and above,2 and above
Linters,5695258,True,1,0,1,0,1318,219,javascript,4 and above,2 and above
Linters,5695258,True,1,0,1,0,1318,219,python,4 and above,2 and above
Debuggers,5695258,True,1,0,1,0,1318,219,javascript,4 and above,2 and above
Debuggers,5695258,True,1,0,1,0,1318,219,python,4 and above,2 and above
Testing,5695258,True,1,0,1,0,1318,219,javascript,4 and above,2 and above
Testing,5695258,True,1,0,1,0,1318,219,python,4 and above,2 and above
Snippets,5617891,True,0,0,0,0,220,86,typescript,4 and above,0
Other,5542061,True,0,0,0,0,271,45,javascript,1 - 3,2 and above
Other,5542061,True,0,0,0,0,271,45,shell,1 - 3,2 and above
Programming Languages,5539681,True,0,0,0,0,95,20,html,4 and above,0
Programming Languages,5539681,True,0,0,0,0,95,20,javascript,4 and above,0
Programming Languages,5539681,True,0,0,0,0,95,20,php,4 and above,0
Programming Languages,5539681,True,0,0,0,0,95,20,python,4 and above,0
Programming Languages,5539681,True,0,0,0,0,95,20,css,4 and above,0
Snippets,5539681,True,0,0,0,0,95,20,html,4 and above,0
Snippets,5539681,True,0,0,0,0,95,20,javascript,4 and above,0
Snippets,5539681,True,0,0,0,0,95,20,php,4 and above,0
Snippets,5539681,True,0,0,0,0,95,20,python,4 and above,0
Snippets,5539681,True,0,0,0,0,95,20,css,4 and above,0
Linters,5539681,True,0,0,0,0,95,20,html,4 and above,0
Linters,5539681,True,0,0,0,0,95,20,javascript,4 and above,0
Linters,5539681,True,0,0,0,0,95,20,php,4 and above,0
Linters,5539681,True,0,0,0,0,95,20,python,4 and above,0
Linters,5539681,True,0,0,0,0,95,20,css,4 and above,0
Debuggers,5539681,True,0,0,0,0,95,20,html,4 and above,0
Debuggers,5539681,True,0,0,0,0,95,20,javascript,4 and above,0
Debuggers,5539681,True,0,0,0,0,95,20,php,4 and above,0
Debuggers,5539681,True,0,0,0,0,95,20,python,4 and above,0
Debuggers,5539681,True,0,0,0,0,95,20,css,4 and above,0
Formatters,5539681,True,0,0,0,0,95,20,html,4 and above,0
Formatters,5539681,True,0,0,0,0,95,20,javascript,4 and above,0
Formatters,5539681,True,0,0,0,0,95,20,php,4 and above,0
Formatters,5539681,True,0,0,0,0,95,20,python,4 and above,0
