iter	Logloss
112	0.3699866268
113	0.3695386002
114	0.3687757435
115	0.3679877493
116	0.3672415149
117	0.3667469364
118	0.3662460448
119	0.3657468143
120	0.3645013168
121	0.36365567
122	0.3629123418
123	0.3621147862
124	0.3613401333
125	0.3608285922
126	0.3601298072
127	0.3596584701
128	0.3592771119
129	0.3587659322
130	0.3573808368
131	0.3565249564
132	0.3559203813
133	0.3541077962
134	0.3538662018
135	0.3525680089
136	0.3522096675
137	0.3509631796
138	0.350384949
139	0.3499331868
140	0.349428697
141	0.3490142658
142	0.3484953503
143	0.3475135744
144	0.3469728811
145	0.3467026431
146	0.3461422885
147	0.3450131027
148	0.3441052857
149	0.3434925286
150	0.3426626665
151	0.3421960734
152	0.3415978382
153	0.3410825242
154	0.3406191627
155	0.3398099209
156	0.339404199
157	0.3385985161
158	0.3379430823
159	0.3375361878
160	0.3370863713
161	0.3367454207
162	0.3364158052
163	0.3359301079
164	0.3356288895
165	0.3350233214
166	0.334666692
167	0.3343191964
168	0.3339663628
169	0.3335213157
170	0.3330176907
171	0.3321331353
172	0.3317829199
173	0.3314576077
174	0.330410618
175	0.3299437479
176	0.3293239723
177	0.3284968816
178	0.3278957948
179	0.3274829174
180	0.3270913469
181	0.3264667728
182	0.3259096612
183	0.3251553016
184	0.3246869961
185	0.3243173052
186	0.3239567424
187	0.3233194717
188	0.3228448253
189	0.3224549039
190	0.321600691
191	0.3211478312
192	0.3204584059
193	0.3201677929
194	0.3198038405
195	0.3194058244
196	0.3190829075
197	0.3184641925
198	0.3177560545
199	0.317469531
200	0.3168892757
201	0.3166676073
202	0.3162105365
203	0.3158949766
204	0.3156080006
205	0.3153908319
206	0.3148265989
207	0.3146211743
208	0.3143735158
209	0.3141118539
210	0.3136684363
211	0.3131276972
212	0.3128516946
213	0.3120685858
214	0.311552564
215	0.3107825932
216	0.3102878383
217	0.3098579406
218	0.3096157998
219	0.3094409412
220	0.3087701792
221	0.3083846266
222	0.3080946458
223	0.3077912915
224	0.3073850078
225	0.3071059888
226	0.3066408673
227	0.3061565415
228	0.3057427285
229	0.3051655782
230	0.3048913152
231	0.3043744526
232	0.3041186556
233	0.3036285485
234	0.303313429
235	0.3030057886
236	0.3027062104
237	0.3024212139
238	0.3021569735
239	0.3016198307
240	0.3014235468
241	0.3011816601
242	0.3006964991
243	0.3001767991
244	0.2999161796
245	0.2996647228
246	0.2994005445
247	0.2989812471
248	0.2982957142
249	0.2979772899
250	0.2969957018
251	0.2963518516
252	0.2959418435
253	0.2954065541
254	0.2943854173
255	0.2940898218
256	0.293601851
257	0.2933736227
258	0.2931527954
259	0.2928706511
260	0.2926444504
261	0.2915440011
262	0.2912476588
263	0.2910789014
264	0.2905131231
265	0.2903161123
266	0.2901006606
267	0.2898758245
268	0.2896500475
269	0.2892942557
270	0.289033138
271	0.2887573051
272	0.2886370439
273	0.2882059429
274	0.2873143789
275	0.2868237706
276	0.2863616318
277	0.2859947789
278	0.2856719374
279	0.2854903721
280	0.2847745019
281	0.2844539113
282	0.2842127819
283	0.2836683241
284	0.2834768046
285	0.2832562072
286	0.282874045
287	0.282547713
288	0.2822387765
289	0.2819180669
290	0.2816577236
291	0.2813737913
292	0.2811746513
293	0.2809490405
294	0.280671516
295	0.2801710724
296	0.2798507069
297	0.2796068041
298	0.279360746
299	0.2791448979
300	0.2788644908
301	0.2785803676
302	0.2780335046
303	0.2778582652
304	0.2777199377
305	0.2774390592
306	0.27711541
307	0.2766906034
308	0.2763768733
309	0.2761618097
310	0.2758946265
311	0.2754208982
312	0.2752709077
313	0.2750953497
314	0.274855371
315	0.2744905381
316	0.2741800136
317	0.2738956113
318	0.273656301
319	0.2732021473
320	0.2729700054
321	0.2725484357
322	0.2723678782
323	0.2721822875
324	0.2718919214
325	0.2716503453
326	0.2714638824
327	0.2709894248
328	0.2707979531
329	0.2703701594
330	0.2699815329
331	0.2697797116
332	0.2695773374
333	0.2693326552
334	0.2691226669
335	0.2686457631
336	0.2684004088
337	0.2681872712
338	0.2680886827
339	0.2677072677
340	0.2674277282
341	0.2671552395
342	0.2669695771
343	0.2668236266
344	0.2664269749
345	0.2661835884
346	0.2659636327
347	0.2657578765
348	0.2655129141
349	0.2652832964
350	0.2648749096
351	0.2647186867
352	0.2645109945
353	0.2643980368
354	0.2640476448
355	0.2639121233
356	0.2637677263
357	0.2635986879
358	0.2634090605
359	0.2628986225
360	0.2627567985
361	0.2625204637
362	0.2623393614
363	0.2621436192
364	0.2619069329
365	0.261610433
366	0.2613542628
367	0.2611722027
368	0.2610052514
369	0.2607921006
370	0.260667563
371	0.2604268332
372	0.2602257846
373	0.260046342
374	0.2598099054
375	0.2596337388
376	0.2593766185
377	0.2591305983
378	0.2589078199
379	0.2586582724
380	0.2583827094
381	0.2582489295
382	0.2581047647
383	0.2579064166
384	0.2577551096
385	0.25760475
386	0.2574074603
387	0.2571608921
388	0.2570087549
389	0.2568729038
390	0.2567124175
391	0.2565610473
392	0.2564383643
393	0.2561999879
394	0.2560124943
395	0.2558310423
396	0.2555581082
397	0.2553952158
398	0.2549430245
399	0.2546012137
400	0.2544139542
401	0.2542476818
402	0.2540103564
403	0.2538070326
404	0.2534431896
405	0.253134763
406	0.2529704838
407	0.2527792657
408	0.2524726596
409	0.2522108214
410	0.2520674765
411	0.2519126471
412	0.2516586153
413	0.2515158574
414	0.2512548639
415	0.2510546824
416	0.2509045635
417	0.2506946306
418	0.2504769073
419	0.2503407206
420	0.2502530311
421	0.2500029866
422	0.2498338111
423	0.2495819817
424	0.2494559378
425	0.2493267743
426	0.2491413145
427	0.2489480431
428	0.2488249218
429	0.2484240552
430	0.2482674224
431	0.2481434107
432	0.2480120362
433	0.2478788402
434	0.2477622108
435	0.2476199308
436	0.247502984
437	0.2473363906
438	0.2471647119
439	0.2469691222
440	0.2466445291
441	0.2464230268
442	0.2462303301
443	0.2460692578
444	0.2460068656
445	0.2459090752
446	0.2457342832
447	0.2456304271
448	0.2454823305
449	0.2453128312
450	0.2451744735
451	0.2450824595
452	0.2448184438
453	0.2444707693
454	0.2443119902
455	0.2439667174
456	0.2438166768
457	0.2436024462
458	0.2434555672
459	0.2432944236
460	0.2431225163
461	0.24303327
462	0.2429354576
463	0.2427562231
464	0.2425801735
465	0.2424689967
466	0.2423220068
467	0.2421165002
468	0.2418936935
469	0.2417486939
470	0.2414080822
471	0.2412899859
472	0.2411384444
473	0.2408791488
474	0.2405779731
475	0.2404111423
476	0.240263121
477	0.2398262855
478	0.2396649131
479	0.239506732
480	0.2392481304
481	0.2391264908
482	0.238966416
483	0.2386454331
484	0.2382161613
485	0.238076963
486	0.2379487338
487	0.2378156778
488	0.2375567137
489	0.2372936842
490	0.2370689108
491	0.2368731622
492	0.2367569023
493	0.23655595
494	0.2363559879
495	0.2361693476
496	0.2359938963
497	0.2357927605
498	0.2355951738
499	0.2354453084
500	0.2353016644
501	0.2352220366
502	0.2350838676
503	0.2349010071
504	0.2348160237
505	0.2346594381
506	0.2345441762
507	0.234198553
508	0.234003875
509	0.2338508743
510	0.2337172396
511	0.2335035285
512	0.2333130742
513	0.2332208801
514	0.2331529761
515	0.2329726458
516	0.2328173943
517	0.2326596519
518	0.2325598656
519	0.2323932332
520	0.2322967281
521	0.2321654479
522	0.2320438813
523	0.2317748084
524	0.2315796911
525	0.2314330024
526	0.2313002607
527	0.2311894496
528	0.2309343229
529	0.2307936676
530	0.2306537098
531	0.2304971431
532	0.2303114328
533	0.2301725636
534	0.2298644001
535	0.2297772376
536	0.2295252416
537	0.2293843284
538	0.2293148249
539	0.2291399182
540	0.2289988503
541	0.2288861068
542	0.2287010901
543	0.228396028
544	0.2282696502
545	0.22819075
546	0.2281170597
547	0.2279845439
548	0.2277722955
549	0.2276137252
550	0.2273301698
551	0.2271315569
552	0.2270059807
553	0.2268613625
554	0.2267279744
555	0.2265937127
556	0.2264144851
557	0.2263125753
558	0.2261731841
559	0.2260482424
560	0.2258671053
561	0.2256960657
562	0.2256229188
563	0.2255229393
564	0.2253607901
565	0.2250977369
566	0.2250352111
567	0.2249635429
568	0.2247443838
569	0.2245896206
570	0.2243750369
571	0.2241880057
572	0.2240685007
573	0.2239296524
574	0.2238433771
575	0.2237231195
576	0.2236168532
577	0.2235242747
578	0.223435982
579	0.2232792171
580	0.2230761113
581	0.2229098212
582	0.2227994389
583	0.2226442829
584	0.2225939127
585	0.2225154343
586	0.2223599682
587	0.2222336298
588	0.2221622884
589	0.2220382133
590	0.2218979469
591	0.2216784704
592	0.2215847176
593	0.2214205059
594	0.2210985686
595	0.2209833348
596	0.2207649485
597	0.2205976149
598	0.2204645422
599	0.2203845735
600	0.2202750704
601	0.2200324177
602	0.2197661361
603	0.2194907079
604	0.2193501075
605	0.2192053651
606	0.2190450086
607	0.2189580507
608	0.2188007879
609	0.2186165819
610	0.2185125334
611	0.2183524231
612	0.2181977099
613	0.2181270377
614	0.2180139936
615	0.2179028807
616	0.217751458
617	0.2176046193
618	0.2175541481
619	0.2174046342
620	0.2172727623
621	0.2170719086
622	0.2169435793
623	0.216800073
624	0.216740759
625	0.216596834
626	0.2164968055
627	0.2164194997
628	0.2162078701
629	0.2161366679
630	0.2160155105
631	0.2159267232
632	0.2157755925
633	0.2156068697
634	0.2154592325
635	0.2153707767
636	0.2151242072
637	0.2149528104
638	0.2148551633
639	0.2147128097
640	0.2146134862
641	0.2145475626
642	0.2145034089
643	0.2144305448
644	0.2143115257
645	0.2142238508
646	0.2141278784
647	0.2138687315
648	0.2138161663
649	0.2137204759
650	0.2136020724
651	0.213488365
652	0.2133942232
653	0.2133132295
654	0.2131737481
655	0.2130879457
656	0.2129884451
657	0.2129212772
658	0.2127970072
659	0.2126551987
660	0.2125254471
661	0.2124202384
662	0.2123823798
663	0.2122350034
664	0.2120937091
665	0.212031511
666	0.2119577569
667	0.211806711
668	0.2116216307
669	0.2115289795
670	0.2114062817
671	0.2113451384
672	0.2112652284
673	0.2112068451
674	0.2110751702
675	0.2109306858
676	0.2107991022
677	0.2106690263
678	0.2105625259
679	0.2105083315
680	0.210365923
681	0.2102080106
682	0.2101129563
683	0.2100546216
684	0.2099240632
685	0.2098718717
686	0.2097871661
687	0.2096789443
688	0.2096035858
689	0.2095330296
690	0.2094412845
691	0.2093513784
692	0.2092706631
693	0.209184755
694	0.2090611063
695	0.2090006053
696	0.2089596073
697	0.2088297611
698	0.208692523
699	0.2085607356
700	0.2084829684
701	0.2083763017
702	0.2082643854
703	0.2081436166
704	0.2080627283
705	0.2079483983
706	0.2078499545
707	0.2077349459
708	0.2075910428
709	0.2075546247
710	0.2073891897
711	0.2072764802
712	0.2071588619
713	0.2070577278
714	0.2068651223
715	0.2067894924
716	0.2067133424
717	0.2066424287
718	0.2064038116
719	0.2063042702
720	0.2060886239
721	0.2060134793
722	0.2058689032
723	0.2057765528
724	0.2055973115
725	0.2054065772
726	0.2052691648
727	0.2051592973
728	0.2050668614
729	0.2049595028
730	0.204875244
731	0.2047849947
732	0.2046194511
733	0.204513424
734	0.2043916469
735	0.2043027828
736	0.2041903068
737	0.2040603406
738	0.2039611465
739	0.2037392297
740	0.20362409
741	0.2035197535
742	0.2034518704
743	0.2033980674
744	0.2033089312
745	0.2032277502
746	0.2031250972
747	0.2030245408
748	0.2029624485
749	0.2028295452
750	0.202761915
751	0.2026552285
752	0.2025724375
753	0.2024840141
754	0.2023716711
755	0.2023190577
756	0.202167575
757	0.2020185296
758	0.2019374948
759	0.2018516628
760	0.2017234053
761	0.2016428501
762	0.2015683051
763	0.2014844707
764	0.2014075148
765	0.2012967094
766	0.2012529827
767	0.2011783118
768	0.2011005838
769	0.2009421886
770	0.2007703913
771	0.2007126572
772	0.2005699227
773	0.2004290121
774	0.2003091038
775	0.2002201203
776	0.2001054388
777	0.2000392367
778	0.1999984546
779	0.1999216119
780	0.1998449253
781	0.1997409307
782	0.1996775247
783	0.199610564
784	0.1995246318
785	0.1993517326
786	0.1993167895
787	0.1991525784
788	0.1990863732
789	0.1989793115
790	0.1988380863
791	0.1987284837
792	0.1986164108
793	0.1984966638
794	0.1984358101
795	0.1982133237
796	0.1980957843
797	0.1979006406
798	0.1978693109
799	0.1977780508
800	0.1976879753
801	0.1976213743
802	0.1975136292
803	0.1974402611
804	0.1973481163
805	0.1972499973
806	0.19721109
807	0.1971066674
808	0.1970243192
809	0.1969247897
810	0.1968043263
811	0.1967478959
812	0.1966058674
813	0.1964666097
814	0.196370516
815	0.1963011675
816	0.196174585
817	0.1961258971
818	0.1960467997
819	0.1959269292
820	0.1958509016
821	0.1957177708
822	0.1956236067
823	0.1955762646
824	0.1955121508
825	0.1954173982
826	0.1953691316
827	0.1952724218
828	0.195129205
829	0.1950362821
830	0.194899476
831	0.194837767
832	0.1947111556
833	0.1946241767
834	0.1944883505
835	0.1943696085
836	0.1943076924
837	0.194207515
838	0.1941623491
839	0.194059101
840	0.1939627315
841	0.193823308
842	0.1937563276
843	0.1936608926
844	0.1935983779
845	0.193518433
846	0.1933444306
847	0.1932508457
848	0.1931757876
849	0.1930872929
850	0.1930197705
851	0.1928769421
852	0.1927398373
853	0.1926200952
854	0.1925372266
855	0.1924092879
856	0.1922312194
857	0.1921037729
858	0.1919955631
859	0.1918700181
860	0.1917611398
861	0.1916783492
862	0.1916181316
863	0.1915877178
864	0.1914880204
865	0.1914144837
866	0.1913489969
867	0.1913005077
868	0.1911465457
869	0.1910593355
870	0.1909527983
871	0.1908908325
872	0.1908003701
873	0.1906765429
874	0.1906283194
875	0.1905211126
876	0.1904120133
877	0.1902920795
878	0.1902425634
879	0.1901757216
880	0.1901497781
881	0.1899879468
882	0.1899235547
883	0.1898418276
884	0.1897936215
885	0.1897242308
886	0.1896837827
887	0.1895814805
888	0.1895378091
889	0.1894144718
890	0.1893828928
891	0.1893294555
892	0.189287253
893	0.1891634263
894	0.1890808397
895	0.1890166332
896	0.188949762
897	0.1888674202
898	0.1887669834
899	0.1886818107
900	0.1886419687
901	0.1885915809
902	0.1885101005
903	0.1884230946
904	0.1883522216
905	0.1882922388
906	0.1881865799
907	0.1880861116
908	0.1879687022
909	0.1878692558
910	0.1877273225
911	0.1876004474
912	0.1875397929
913	0.1874980309
914	0.1873931605
915	0.1873464044
916	0.1872341479
917	0.1871495995
918	0.1870784336
919	0.1870475315
920	0.1869193347
921	0.1867293983
922	0.1866145845
923	0.1865053909
924	0.186370861
925	0.1862954437
926	0.18616964
927	0.1860848192
928	0.1859730759
929	0.1858176176
930	0.1856788681
931	0.1855884265
932	0.1855268197
933	0.1854192033
934	0.1853626939
935	0.1852952505
936	0.1852467446
937	0.1852183913
938	0.1851213003
939	0.1850761928
940	0.1850258034
941	0.1849719005
942	0.1849271362
943	0.1848279707
944	0.1847098963
945	0.1846651011
946	0.1846158513
947	0.1845584604
948	0.1844344021
949	0.1843194233
950	0.1842212577
951	0.1841413387
952	0.1840260146
953	0.183927024
954	0.183864873
955	0.18379621
956	0.1837359706
957	0.1836840306
958	0.1836077704
959	0.1835549512
960	0.1834686349
961	0.1833751453
962	0.1832951476
963	0.1831937893
964	0.1831448231
965	0.183096563
966	0.1829845025
967	0.1829276882
968	0.1828297211
969	0.1827783255
970	0.1827261614
971	0.1826898822
972	0.1825608263
973	0.1825037919
974	0.1824366978
975	0.1822677475
976	0.1821751835
977	0.1820883717
978	0.1819833584
979	0.1819183979
980	0.181836472
981	0.181772531
982	0.1817101734
983	0.1816384148
984	0.1815324832
985	0.1814500198
986	0.181360724
987	0.1812989426
988	0.1812416224
989	0.1811357012
990	0.1810313884
991	0.1809300629
992	0.18085752
993	0.1807850338
994	0.1806915733
995	0.180600436
996	0.180515622
997	0.1804659977
998	0.1804199417
999	0.1803819625
